#==================== 通用字符串 ====================#
ui.hero_decompose_view.decompose_gain_tip = 分解获得
ui.hero_decompose_view.low_quality_never_remind_tips = 使用<color=#00B2FE>%d钻石</color>可以返还全部培养道具
ui.hero_decompose_view.cancel = 取消
ui.hero_decompose_view.confirm_compose = 确认分解
ui.hero_decompose_view.pieceAward = %s碎片：<color=#00B2FE>%d个</color>\n
ui.hero_decompose_view.gainAward = %s：<color=#00B2FE>%d个</color>\n
ui.hero_decompose_view.ignore_weared_equip_tips = 尚有未脱下的装备，分解后装备会消失，是否确认分解？
#==================== 英雄分解界面 ====================#

#==================== 获得英雄碎片提示界面 ====================#
ui.get_hero_piece_tip_view.get_hero_piece_tips = 获得%s%d
ui.get_hero_piece_tip_view.review_in_pack_tips = 获得的碎片在背包中查看
#==================== 获得英雄碎片提示界面 ====================#

#==================== 账号信息界面 ====================#
ui.acountInfoView.title = 主角账户
ui.acountInfoView.accountName = 玩家名称：
ui.acountInfoView.accountId = 账户ID：
ui.acountInfoView.accountLv = 账户等级：
ui.acountInfoView.accountExp = 账户经验：
ui.acountInfoView.dungeonProgress = 副本进度：
ui.acountInfoView.threeHeroCollect = 绿色英雄收集率：
ui.acountInfoView.fourHeroCollect = 蓝色英雄收集率：
ui.acountInfoView.fiveHeroCollect = 紫色英雄收集率：
ui.acountInfoView.sixHeroCollect = 橙色英雄收集率：
ui.acountInfoView.cdkey = 礼包兑换
ui.acountInfoView.quitGame = 返回登陆
ui.acountInfoView.nameChange = 昵称修改
ui.acountInfoView.headChange = 点击更换
ui.acountInfoView.bindAccount = 绑定账号
ui.acountInfoView.costTip = 消费提示
ui.acountInfoView.systemTime = 系统时间
ui.acountInfoView.qqTitle = 客服QQ：
ui.acountInfoView.qq = 2729681458
ui.acountInfoView.officalQQ = 客服QQ
ui.acountInfoView.officialWebDes = 唯一网站
ui.acountInfoView.officialWeb = 网站
ui.acountInfoView.sure = 确定
ui.acountInfoView.none = 暂无
ui.acountInfoView.nameInput = 请输入新的昵称
ui.acountInfoView.costTipTitle = 消费提示
ui.acountInfoView.open = 开
ui.acountInfoView.close = 关
#==================== 账号信息界面 ====================#


#==================== 英雄信息界面 ====================#
ui.hero_info_view.level_title = 等级
ui.hero_info_view.hp_title = 生命力
ui.hero_info_view.defence_title = 防御力
ui.hero_info_view.attack_title = 攻击力
ui.hero_info_view.action_point_title = 速度
ui.hero_info_view.break = 突破
ui.hero_info_view.strengthen = 强化
ui.hero_info_view.advance = 升星
ui.hero_info_view.combine = 合成
ui.hero_info_view.active_skills = 主动\n技能
ui.hero_info_view.passive_skills = 被动\n技能
ui.hero_info_view.remove_from_formation = 队伍解除
#==================== 英雄信息界面 ====================#

#==================== 英雄突破界面 ====================#
ui.hero_breakthrough_view.hero_breakthrough_title = 英雄突破
ui.hero_breakthrough_view.player_breakthrough_title = 使魔突破
ui.hero_breakthrough_view.breakthrough_intoduction_title = 突破后等级
ui.hero_breakthrough_view.breakthrough_intoduction_title.breakthrough_level_reach_max = 突破上限
ui.hero_breakthrough_view.current_hero_max_level = 英雄%d级可进行突破
ui.hero_breakthrough_view.current_player_max_level = 使魔%d级可进行突破
ui.hero_breakthrough_view.material_requirements = 需使用%d星以上相同英雄进行突破
ui.hero_breakthrough_view.notice = （注意：突破后将清空英雄等级）
ui.hero_breakthrough_view.breakthrough_success_title = 突破成功则
ui.hero_breakthrough_view.breakthrough_success_result = 突破后等级上限为%d
ui.hero_breakthrough_view.breakthrough_level_reach_max = 突破等级已达上限
ui.hero_breakthrough_view.breakthrough_success_result_player = 突破后等级上限为%d
ui.hero_breakthrough_view.breakthrough_success_rate_title = 成功率
ui.hero_breakthrough_view.breakthrough_success_rate = 100%
ui.hero_strengthen_view.no_available_breakthrough_material = 无可用材料
ui.hero_breakthrough_view.start_breakthrough = 进行突破
ui.hero_breakthrough_view.select_breakthrough_material_title = 突破材料
ui.hero_strengthen_view.sort_ascending = 升序排列
ui.hero_strengthen_view.sort_descending = 降序排列
ui.hero_strengthen_view.success = 突破成功
ui.hero_breakthrough_view.tips.not_enough_breakthrough_level = 非当前突破等级对应材料，无法选择！
ui.hero_breakthrough_view.tips.breakthrough_level_reach_max_cant_select_material = 突破等级已达上限，无法选择材料！
ui.hero_breakthrough_view.tips.not_enough_material = 突破材料不足！
ui.hero_breakthrough_view.tips.unselect_material = 未选择突破材料！
ui.hero_breakthrough_view.tips.hero_breakthrough_level_reach_max = 突破层数已达上限！
ui.hero_breakthrough_view.tips.not_enough_hero_level = 等级不足%d！
ui.hero_breakthrough_view.tips.not_enough_gold = 金币不足！

ui.hero_strengthen_view.hero_locked_tip = 英雄已锁定，无法用作强化材料
ui.hero_strengthen_view.hero_in_formation_tip = 英雄已上阵，无法用作强化材料
ui.hero_strengthen_view.hero_in_relations_tip = 英雄羁绊已激活，无法用作强化材料
ui.hero_strengthen_view.hero_in_exploring_tip = 英雄在探险中，无法用作强化材料
#==================== 英雄突破界面 ====================#

#==================== 英雄突破成功展示界面 ====================#
ui.hero_breakthrough_success_exhibition_view.breakthrough_success_title = 突破成功
ui.hero_breakthrough_success_exhibition_view.breakthrough_success_info = 等级上限提升至{0}级
ui.hero_breakthrough_success_exhibition_view.close = 关闭
#==================== 英雄突破成功展示界面 ====================#

#==================== 英雄强化界面 ====================#
ui.hero_strengthen_view.hero_strengthen_title = 英雄强化
ui.hero_strengthen_view.player_strengthen_title = 使魔强化
ui.hero_strengthen_view.attributes_title = 强化后属性
ui.hero_strengthen_view.current_critical_chance_title = 当前暴击率
ui.hero_strengthen_view.improve_critical_chance_title = <color=#DECEAB>消耗</color><color=#00C7FE>高星</color><color=#DECEAB>卡有几率</color><color=#00C7FE>暴击</color>
ui.hero_strengthen_view.strengthen_tips = （经验超出100%等级提升）
ui.hero_strengthen_view.current_exp_title = 当前经验
ui.hero_strengthen_view.strengthen_level = 强化
ui.hero_strengthen_view.strengthen_level2 = 强化+%d
ui.hero_strengthen_view.strengthen_exp = %d%% 经验
ui.hero_strengthen_view.strengthen_maxLvTip = 最高可强化到
ui.hero_strengthen_view.strengthen_text = 开始强化
ui.hero_strengthen_view.strengthen_auto = 一键放入
ui.hero_strengthen_view.select_strengthen_material_title = 请选择强化使用的材料
ui.hero_strengthen_view.sort_ascending = 升序排列
ui.hero_strengthen_view.sort_descending = 降序排列
ui.hero_strengthen_view.no_available_strengthen_material = 无可用材料
ui.hero_strengthen_view.small = 小
ui.hero_strengthen_view.mid = 中
ui.hero_strengthen_view.big = 大
ui.hero_strengthen_view.maxExp = 已达满级
ui.hero_strengthen_view.maxExpNeedLevel = 强化下一等级需账号达到%d级
ui.hero_strengthen_view.arrival_max_level = 强化等级已达上限
ui.hero_strengthen_view.material_not_enough = 未添加材料，不可强化
ui.hero_strengthen_view.gold_notEnough = 金币不足
ui.hero_strengthen_view.pleaseHoldOnTip = 稍等片刻哟
ui.hero_strengthen_view.confirm_high_star_strengthen_tip = 材料含有4星以上的英雄，确定强化？
ui.hero_strengthen_view.confirm_wear_equip_strengthen_tip = 材料英雄有穿着装备，确定强化？
#==================== 英雄强化界面 ====================#

#==================== 英雄进阶界面 ====================#
ui.hero_advance_view.hero_advance_title = 英雄升星
ui.hero_advance_view.advance_material_title = 升星材料
ui.hero_advance_view.attributes_after_advance_title = 升星后同等级属性
ui.hero_advance_view.role_attribute_max_remark = MAX
ui.hero_advance_view.level_not_enough = 等级未达到%d，不可升星
ui.hero_advance_view.material_not_enough = 材料不足
ui.hero_advance_view.gold_not enough = 金币不足
ui.hero_advance_view.advance_fail = 升星失败
ui.hero_advance_view.star_reach_max = 已达最大星级
ui.hero_advance_view.need_level = 需求：英雄达到%d级
#==================== 英雄进阶界面 ====================#

#==================== 英雄合成界面 ====================#
ui.hero_combine_view.text_title = 英雄合成
ui.hero_combine_view.text_select_material_title = 请选择合成使用的材料
ui.hero_combine_view.text_not_enough_material = 材料不足
ui.hero_combine_view.text_not_enough_baseRes = %s不足
ui.hero_combine_view.text_btn_combine = 开始合成
ui.hero_combine_view.success = 合成成功
#==================== 英雄合成界面 ====================#

#==================== 英雄羁绊界面 ====================#
ui.hero_relationship_view.text_title = 英雄羁绊
ui.hero_relationship_view.text_small_title = (羁绊可在英雄培养中激活)
ui.hero_relationship_view.text_title_child = 解除占用
ui.hero_relationship_view.nothave = 未拥有
ui.hero_relationship_view.using = 被占用
ui.hero_relationship_view.noShipTip = 无羁绊
ui.hero_relationship_view.free = 解除成功
ui.hero_relationship_view.notactivate = 无法激活
ui.hero_relationship_view.notcancle = 无法取消
ui.hero_relationship_view.activateok = 激活成功
ui.hero_relationship_view.btn_activate = 激活
ui.hero_relationship_view.btn_cancle = 取消
ui.hero_relationship_view.btn_activate_bg = sprite/main_ui/btn_equip_Square_02
ui.hero_relationship_view.btn_cancle_bg = sprite/main_ui/btn_equip_Square_01

#==================== 英雄羁绊界面 ====================#

#==================== 角色装备界面 ====================#
ui.role_equipments.role_equipments_title = 装备
ui.role_equipments.all_equipments_title = 全部装备
ui.role_equipments.weapon_title = 武器
ui.role_equipments.armor_title = 防具
ui.role_equipments.accessory_title = 首饰
ui.role_equipments.current_equipment_title = 当前装备
ui.role_equipments.strengthen_equipment = 强化装备
ui.role_equipments.remove_equipment = 卸下装备
ui.role_equipments.own_equipments = 拥有装备
ui.role_equipments.sort_asceding = 升序排列
ui.role_equipments.sort_desceding = 降序排列
ui.role_equipments.notEnoughLv = 英雄等级不足{0}，不可装备
ui.role_equipments.put_on = 穿戴
ui.role_equipments.put_off = 卸下
ui.role_equipments.train = 培养
ui.role_equipments.random_attr1_title = 随机属性1
ui.role_equipments.random_attr2_title = 随机属性2
ui.role_equipments.empty = 空
ui.role_equipments.no_wearable_equipment = 无该角色可穿戴装备
ui.role_equipments.level_not_enough = 等级不足
ui.role_equipments.go_dungeon = 前往获取
#==================== 角色装备界面 ====================#

#==================== 装备分解界面 ====================#
ui.equip_decompose_view.title = 装备分解
ui.equip_decompose_view.toggle_tip = 未强化升星过的装备不再提示
ui.equip_decompose_view.gainEquipSoulAward = 器魂：<color=#00B2FE>%d个</color>\n
ui.equip_decompose_view.gainMoneyAward = 金币：<color=#00B2FE>%d个</color>\n


#==================== 装备分解界面 ====================#

#==================== 装备浏览界面 ====================#
ui.equipments_browse_view.roles_equipments_title = 英雄装备
ui.equipments_browse_view.equipments_browse_title = 装备
ui.equipments_browse_view.offensive_title = 攻击型
ui.equipments_browse_view.deffensive_title = 防御型
ui.equipments_browse_view.magic_title = 魔法型
ui.equipments_browse_view.free_equipments_title = 空闲装备
ui.equipments_browse_view.own_equipments_title = 拥有装备
ui.equipments_browse_view.asceding_sort = 升序排列
ui.equipments_browse_view.equipment_type.all = 全部
ui.equipments_browse_view.equipment_type.offence = 攻击型
ui.equipments_browse_view.equipment_type.mage = 魔法型
ui.equipments_browse_view.equipment_type.defence = 防御型
ui.equipments_browse_view.equipment_type.support = 辅助型
ui.equipments_browse_view.equipment_type.mighty = 全能型
ui.equipments_browse_view.strengthen = 强化
ui.equipments_browse_view.training = 培养
ui.equipments_browse_view.sell = 出售
#==================== 装备浏览界面 ====================#

#==================== 装备出售确认界面 ====================#
ui.confirm_sell_equipment_view.title = 装备出售
ui.confirm_sell_equipment_view.price_title = 价格
ui.confirm_sell_equipment_view.sell = 出售
ui.confirm_sell_equipment_view.cancel = 取消
#==================== 装备出售确认界面 ====================#

#==================== 装备强化界面 ====================#
ui.equipment_strengthen_view.equipment_strengthen_title = 装备强化
ui.equipment_strengthen_view.attributes_after_strengthen_title = 强化后属性
ui.equipment_strengthen_view.strengthen_tips = <color=#DECEAB>强化后作为材料的装备会</color><color=#00C7FE>消失</color>
ui.equipment_strengthen_view.strengthen_level = 强化等级{0}+{1}
ui.equipment_strengthen_view.hp_title = 生命力
ui.equipment_strengthen_view.hp = {0}
ui.equipment_strengthen_view.hp_add = <color=#00C7FE>(+{0})</color>
ui.equipment_strengthen_view.defence_title = 防御力
ui.equipment_strengthen_view.defence = {0}
ui.equipment_strengthen_view.defence_add = <color=#00C7FE>(+{0})</color>
ui.equipment_strengthen_view.offence_title = 攻击力
ui.equipment_strengthen_view.offence = {0}
ui.equipment_strengthen_view.offence_add = <color=#00C7FE>(+{0})</color>
ui.equipment_strengthen_view.mp_title = 魔法力
ui.equipment_strengthen_view.mp = {0}
ui.equipment_strengthen_view.mp_add = <color=#00C7FE>(+{0})</color>
ui.equipment_strengthen_view.start_strengthen = 开始强化
ui.equipment_strengthen_view.coin = {0}
ui.equipment_strengthen_view.select_strengthen_material_title = 请选择强化使用的材料
ui.equipment_strengthen_view.maxExp = 经验已达最大
ui.equipment_strengthen_view.strengthen_materials_contains_high_star_equipment = 强化材料中包含4星以上装备，确定继续强化？
ui.equipment_strengthen_view.strengthen_materials_contains_high_strengthen_level_equipment = 强化材料中包含强化等级大于{0}的装备，确定继续强化？
ui.equipment_strengthen_view.show_all = 显示全部
ui.equipment_strengthen_view.no_available_strengthen_material = 无可用材料
#==================== 装备强化界面 ====================#
